Accident,Latitude,Longitude,Date,Year,Time,Address,Route,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Intensity,Precip_Intensity_Max,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Operation,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,Pavement_Width,Pavement_Type,DayFrame
1,35.0097,-85.283789,4/22/18,,0:58:43,St Elmo Ave / Tennessee Ave,3303572001,0.69,,0,59.95,60.77,57.56,41.72,0.51,4,6,6.85,0.93,0.0334,0.1036,0,1,0,0,0,0,2,7,0,2,2,2,18,4,17,36,15,1
1,35.036708000000004,-85.30735200000001,4/22/18,,1:58:55,1591 Broad St,33SR027001,4.641,,1,60.09,60.75,57.46,42.45,0.52,4,6,6.07,0.95,0.0368,0.1142,0,1,0,0,0,1,2,2,0,2,4,4,21,1,16,0,0,1
1,35.058188,-85.316377,4/22/18,,2:03:01,210 HIGHWAY 27 NB,33SR029001,0.255,,2,60.02,60.64,57.61,43.48,0.54,4,6,6.45,0.92,0.0372,0.1167,0,1,0,0,0,1,2,2,2,2,6,6,13,1,12,36,18,1
1,35.062458,-85.3136,4/22/18,,2:05:03,120 Frazier Ave,3303619001,0.212,,2,60.0,60.48,57.46,43.36,0.54,4,6,7.03,0.92,0.0377,0.1202,0,1,0,0,0,1,1,2,0,2,2,2,18,4,16,12,15,1
1,35.025148,-85.391036,4/22/18,,2:05:51,200 S Seminole Dr,330C037001,0.244,,2,60.52,60.52,56.27,42.12,0.51,4,6,4.83,0.96,0.0426,0.1329,0,1,0,0,0,1,2,0,0,2,2,2,12,4,19,14,15,1
1,35.035266,-85.163861,4/22/18,,2:32:22,480 I-75 SB,33I0075001,4.977,,2,59.14,60.5,57.44,43.47,0.56,4,6,6.99,0.93,0.0326,0.1056,0,1,0,0,0,0,2,4,2,2,6,8,2,1,11,36,18,1
1,35.025179,-85.314199,4/22/18,,5:23:20,2626 Long St,330A642001,0.121,,5,59.54,60.96,57.52,46.01,0.61,4,6,5.99,0.95,0.0366,0.1127,0,1,0,0,0,1,2,0,0,2,2,2,12,4,19,28,15,2
1,35.035979,-85.10935,4/22/18,,6:25:57,8240 Standifer Gap Rd,3302154001,0.6579999999999999,,6,58.71,59.56,56.78,47.07,0.65,4,6,6.03,0.93,0.0347,0.1101,0,1,0,0,0,1,2,7,0,2,2,2,18,2,16,22,15,2
1,35.055589000000005,-85.268992,4/22/18,,6:44:06,Wilcox Blvd / Sholar Ave,3303556001,0.439,,6,59.57,60.7,57.45,46.76,0.63,4,6,6.89,0.93,0.0385,0.1236,0,1,0,0,0,1,2,2,0,2,4,4,16,4,14,24,15,2
1,35.023098,-85.268934,4/22/18,,10:00:51,2600 E 14TH ST,33SR002001,10.684000000000001,,10,59.52,60.42,57.21,53.33,0.8,4,6,5.31,0.93,0.0358,0.1134,0,1,0,0,0,1,2,2,0,2,4,4,13,1,14,21,15,3
1,35.021190999999995,-85.261372,4/22/18,,10:06:28,18240 I-24 WB,3304984001,3.1039999999999996,,10,59.2,60.01,56.79,53.21,0.81,4,6,5.13,0.93,0.0383,0.1235,0,1,0,0,0,1,3,7,0,2,2,2,18,4,17,24,18,3
1,34.999105,-85.217855,4/22/18,,11:17:34,950 SPRING CREEK RD,3303609001,0.7290000000000001,,11,58.03,60.89,57.64,54.42,0.88,4,6,3.23,0.93,0.0313,0.0996,0,0,1,0,0,0,2,7,0,2,2,2,18,4,16,24,15,3
1,34.998857,-85.218956,4/22/18,,11:20:55,941 Spring Creek Rd,330B809001,0.077,,11,58.02,60.88,57.64,54.42,0.88,4,6,3.24,0.93,0.0312,0.0993,0,0,1,0,0,0,2,7,0,2,2,2,12,4,19,20,15,3
1,35.047083,-85.237299,4/22/18,,11:41:35,3450 WILCOX BLVD,3303556001,2.418,,11,57.53,60.3,57.11,54.26,0.89,4,6,3.32,0.93,0.0379,0.1248,0,0,1,0,0,1,2,4,0,2,2,2,18,4,16,12,15,3
1,35.014375,-85.252128,4/22/18,,12:21:15,18300 I-24 EB,33I0024002,12.068,,12,57.16,60.27,57.04,54.82,0.92,4,6,2.86,0.93,0.0355,0.1137,0,0,1,0,0,1,2,0,2,2,6,6,2,1,11,36,18,3
1,35.14182,-85.248735,4/22/18,,12:22:14,Highway 153 / Gadd Rd,3303593001,2.22,,12,57.43,59.7,57.38,54.39,0.9,4,6,1.92,0.87,0.0359,0.1154,0,0,1,0,0,1,2,2,0,2,2,2,18,4,16,12,15,3
1,35.102643,-85.27575,4/22/18,,12:22:14,3319 Hixson Pike,330A113001,0.204,,12,57.44,60.26,57.27,54.74,0.91,4,6,2.44,0.92,0.0435,0.1418,0,0,1,0,0,1,2,0,0,2,2,2,12,4,19,18,15,3
1,35.035558,-85.268399,4/22/18,,12:31:08,200-219 N LYERLY ST,330A703001,0.001,,12,57.52,60.7,57.35,54.75,0.9,4,6,2.25,0.93,0.038,0.1224,0,0,1,0,0,1,2,7,0,2,2,2,12,4,19,30,15,3
1,35.152582,-85.196325,4/22/18,,12:46:18,6841 Big Ridge Rd,3304992001,2.637,,12,56.88,59.03,56.85,53.92,0.9,4,6,1.87,0.86,0.0348,0.1113,0,0,1,0,0,1,2,7,0,2,2,2,18,4,16,20,15,3
1,35.152582,-85.196325,4/22/18,,13:01:21,6841 Big Ridge Rd,3304992001,2.637,,13,57.55,59.03,56.85,55.27,0.92,4,6,2.11,0.86,0.0348,0.1113,0,0,1,0,0,1,2,7,0,2,2,2,18,4,16,20,15,4
1,35.14583,-85.22341999999999,4/22/18,,13:04:12,5525 Hixson Pike,33SR319001,5.921,,13,58.02,59.79,57.59,55.25,0.9,4,6,2.16,0.88,0.0337,0.1063,0,0,1,0,0,1,2,4,0,2,4,4,13,1,14,24,15,4
1,35.014835,-85.27154,4/22/18,,13:37:14,18160 I-24 WB,33I0024002,10.609000000000002,,13,57.62,60.21,57.05,55.54,0.93,4,6,2.97,0.93,0.0359,0.1129,0,0,1,0,0,1,2,2,2,2,6,6,2,1,11,36,15,4
1,35.084481,-85.05759300000001,4/22/18,,13:44:00,6030-6035 OOLTEWAH GEORGETOWN RD,3301145001,6.746,,13,57.86,59.53,57.42,55.51,0.92,4,6,3.31,0.9,0.0307,0.0931,0,0,1,0,0,0,2,7,0,2,2,2,18,4,16,22,15,4
1,35.015252000000004,-85.253185,4/22/18,,13:47:53,18300 I-24 WB,33I0024002,11.982999999999999,,13,57.6,60.23,57.0,55.55,0.93,4,6,2.9,0.93,0.0359,0.1151,0,0,1,0,0,1,2,0,2,2,6,6,2,1,11,36,18,4
1,35.006275,-85.245097,4/22/18,,13:49:15,713 Belvoir Ave,3303611001,0.687,,13,57.87,60.48,57.29,55.64,0.92,4,6,2.95,0.93,0.0325,0.10300000000000001,0,0,1,0,0,1,2,7,0,2,2,2,18,4,16,24,15,4
1,35.009298,-85.244442,4/22/18,,13:51:41,700 Belvoir Ave,330B740001,0.539,,13,57.87,60.47,57.29,55.62,0.92,4,6,2.94,0.93,0.0329,0.1047,0,0,1,0,0,1,2,7,0,2,2,2,12,4,19,20,15,4
1,35.01246,-85.184679,4/22/18,,14:04:16,300 I-75 Nb,33I0075001,2.9739999999999998,,14,57.83,60.7,57.48,55.71,0.93,4,6,3.31,0.93,0.0322,0.1049,0,0,1,0,0,0,2,2,2,2,8,8,2,1,11,48,18,4
1,35.143485,-85.247847,4/22/18,,14:06:25,5510 HIGHWAY 153,330C939001,0.648,,14,57.46,59.7,57.38,55.28,0.92,4,6,3.75,0.87,0.0357,0.115,0,0,1,0,0,1,2,7,0,2,2,2,12,4,19,16,15,4
1,35.013868,-85.182022,4/22/18,,14:08:08,320 I-75 Nb,33I0075001,3.157,,14,57.79,60.63,57.44,55.71,0.93,4,6,3.32,0.93,0.0323,0.1052,0,0,1,0,0,0,2,2,2,2,6,7,2,1,11,48,18,4
1,34.9932,-85.067583,4/22/18,,14:11:14,1950 Coyote Trl,3301143001,3.911,,14,57.41,59.61,56.92,55.84,0.94,4,6,3.88,0.93,0.034,0.1029,0,0,1,0,0,0,2,0,0,2,2,2,18,2,16,22,15,4
1,34.992622999999995,-85.076132,4/22/18,,14:11:31,9926 E BRAINERD RD,3301143001,4.391,,14,57.12,59.45,56.63,55.77,0.95,4,6,3.63,0.93,0.0346,0.1063,0,0,1,0,0,0,2,0,0,2,2,2,18,2,16,22,15,4
1,34.992622999999995,-85.076132,4/22/18,,14:15:40,9926 E BRAINERD RD,3301143001,4.391,,14,57.12,59.45,56.63,55.77,0.95,4,6,3.63,0.93,0.0346,0.1063,0,0,1,0,0,0,2,0,0,2,2,2,18,2,16,22,15,4
1,35.035880999999996,-85.232637,4/22/18,,14:18:44,900 EAST AVE,330B145001,0.013000000000000001,,14,57.41,60.43,57.2,55.48,0.93,4,6,3.36,0.93,0.036000000000000004,0.1188,0,0,1,0,0,1,2,7,0,2,2,2,12,4,19,16,6,4
1,35.004613,-85.220466,4/22/18,,14:24:07,18500 I-24 Wb,3305770001,0.107,,14,57.94,60.87,57.61,55.72,0.92,4,6,3.33,0.93,0.0317,0.1016,0,0,1,0,0,0,2,0,0,2,2,2,18,4,16,34,15,4
1,35.083926,-85.323388,4/22/18,,14:45:16,380 - 419 Highway 27 Sb,33SR029001,2.069,,14,57.45,60.23,57.33,55.22,0.92,4,6,3.53,0.92,0.0386,0.126,0,0,1,0,0,1,2,0,2,2,6,6,13,1,12,36,15,4
1,35.044349,-85.128355,4/22/18,,14:46:31,STANDIFER GAP RD / JENKINS RD,3303604001,3.707,,14,57.55,59.89,57.13,55.75,0.94,4,6,3.84,0.93,0.0338,0.1064,0,0,1,0,0,0,2,7,0,2,2,2,18,4,16,12,15,4
1,35.008957,-85.238046,4/22/18,,15:06:27,18290-18399 I-24 WB,33I0024002,12.956,,15,57.78,60.65,57.42,55.96,0.94,4,6,1.86,0.93,0.0324,0.10400000000000001,0,0,1,0,0,1,2,2,2,2,6,7,2,1,11,36,18,4
1,35.117979999999996,-85.30080799999999,4/22/18,,15:07:31,Highway 27 Sb / Hwy 27 Sb @ Morrison Spgs Rd - On Ramp,33SR029001,4.838,,15,57.24,60.05,57.03,55.5,0.94,4,6,1.36,0.92,0.042,0.1387,0,0,1,0,0,1,2,0,2,2,4,4,13,1,12,24,15,4
1,35.126705,-85.294329,4/22/18,,15:11:18,Highway 27 Sb / Hwy 27 Sb @ Morrison Spgs Rd - Off Ramp,33SR029001,5.5489999999999995,,15,57.14,59.94,56.93,55.5,0.94,4,6,1.36,0.92,0.0416,0.1372,0,0,1,0,0,1,2,0,2,2,4,4,13,1,12,24,15,4
1,35.05182,-85.253749,4/22/18,,15:22:16,2500-2599 Hiwassee St,3303556001,1.37,,15,57.05,60.01,56.78,55.49,0.94,4,6,1.37,0.92,0.0425,0.1407,0,0,1,0,0,1,2,2,0,2,2,2,18,4,16,24,15,4
1,35.142281,-85.236189,4/22/18,,15:30:11,5301 OLD HIXSON PIKE,3303592001,0.425,,15,57.71,59.85,57.56,55.61,0.93,4,6,1.65,0.88,0.0346,0.11,0,0,1,0,0,1,2,7,0,2,2,2,18,4,17,24,15,4
1,35.021426,-85.38050600000001,4/22/18,,16:00:38,17400 I-24 EB,33I0024002,3.177,,16,57.77,60.43,57.12,55.87,0.93,4,6,3.06,0.96,0.0387,0.1172,0,0,1,0,0,1,2,0,2,2,4,6,2,1,11,24,15,4
1,35.052623,-85.254549,4/22/18,,16:10:01,600 RIVERFRONT PKWY,330B459001,0.102,,16,57.44,60.08,56.88,55.71,0.94,4,6,2.94,0.92,0.0416,0.13699999999999998,0,0,1,0,0,1,2,7,0,2,2,2,12,4,19,18,18,4
1,35.053199,-85.314524,4/22/18,,16:41:13,670 I-75 Nb,33I0124001,1.845,,16,57.99,60.63,57.43,55.83,0.92,4,6,2.55,0.95,0.0376,0.1164,0,0,1,0,0,1,2,2,2,2,4,5,2,1,11,24,15,4
1,35.047447999999996,-85.31724,4/22/18,,17:04:01,440 W Martin Luther King Blvd,3303551001,0.27399999999999997,,17,57.94,60.74,57.38,55.9,0.93,4,6,1.78,0.95,0.0378,0.1166,0,0,1,0,0,1,2,2,0,2,4,4,16,4,14,24,18,4
1,35.008538,-85.326215,4/22/18,,17:39:40,Jenkins Rd / E Brainerd Rd,33SR058001,2.326,,17,58.04,60.83,57.42,55.99,0.93,4,6,1.77,0.95,0.0359,0.1111,0,0,1,0,0,1,2,7,0,2,2,2,21,1,16,24,15,4
1,35.037712,-85.15674399999999,4/22/18,,17:44:53,2200 Hamilton Place Blvd,3304986001,1.8630000000000002,,17,58.26,60.47,57.47,56.15,0.93,4,6,2.96,0.93,0.0326,0.1047,0,0,1,0,0,0,2,2,0,2,2,2,18,4,17,12,15,4
1,35.043582,-85.302856,4/22/18,,18:09:19,500 E MARTIN LUTHER KING BLVD,3305001001,0.07,,18,58.3,60.53,57.44,56.2,0.93,4,6,2.61,0.93,0.0368,0.1156,0,0,1,0,0,1,2,4,0,2,2,2,18,4,17,24,15,1
1,35.002679,-85.21117,4/22/18,,18:15:20,130 I-75 NB,33I0075001,1.2890000000000001,,18,58.49,60.9,57.64,56.33,0.93,4,6,2.87,0.93,0.0317,0.1017,0,0,1,0,0,0,1,0,2,2,4,4,2,1,11,24,15,1
1,35.007825,-85.201076,4/22/18,,18:15:21,200 I-75 Nb,33I0075001,1.976,,18,58.44,60.87,57.59,56.34,0.93,4,6,2.79,0.93,0.032,0.1042,0,0,1,0,0,0,2,4,2,2,8,8,2,1,11,48,18,1
1,35.002679,-85.21117,4/22/18,,18:16:33,130 I-75 NB,33I0075001,1.2890000000000001,,18,58.49,60.9,57.64,56.33,0.93,4,6,2.87,0.93,0.0317,0.1017,0,0,1,0,0,0,1,0,2,2,4,4,2,1,11,24,15,1
1,35.005828,-85.207205,4/22/18,,18:16:33,160 I-75 Nb,33I0075001,1.5959999999999999,,18,58.48,60.9,57.62,56.34,0.93,4,6,2.82,0.93,0.0319,0.1033,0,0,1,0,0,0,1,2,2,2,8,8,2,1,11,48,15,1
1,35.056579,-85.105779,4/22/18,,18:19:48,8150 Sue Dr,330E064001,0.5720000000000001,,18,57.58,59.22,56.7,56.19,0.95,4,6,3.5,0.91,0.0342,0.1064,0,0,1,0,0,1,2,0,0,2,2,2,11,2,19,18,15,1
1,35.013752000000004,-85.250694,4/22/18,,18:23:28,18320 I-24 WB,33I0024002,12.16,,18,57.98,60.33,57.09,56.24,0.94,4,6,3.15,0.93,0.0351,0.1121,0,0,1,0,0,1,2,0,2,2,6,6,2,1,11,36,18,1
1,35.032342,-85.104885,4/22/18,,18:45:11,17850 I-24 Wb,3302154001,1.008,,18,57.65,59.51,56.71,56.19,0.95,4,6,3.26,0.93,0.0348,0.1105,0,0,1,0,0,1,2,7,0,2,2,2,18,2,16,22,15,1
1,35.058964,-85.24244499999999,4/22/18,,18:46:33,2000 Greenwood Rd,3305003001,0.828,,18,57.71,59.9,56.86,56.15,0.95,4,6,2.56,0.92,0.0398,0.1303,0,0,1,0,0,1,2,7,0,2,2,2,18,4,17,24,15,1
1,34.997738,-85.20894399999999,4/22/18,,18:46:58,90 I-75 NB,33I0075001,0.9329999999999999,,18,58.5,60.88,57.64,56.32,0.92,4,6,2.93,0.93,0.0314,0.1,0,0,1,0,0,0,1,2,2,2,6,8,2,1,11,36,15,1
1,35.057844,-85.242078,4/22/18,,18:47:23,Greenwood Rd / Dee Dr,3305003001,0.748,,18,57.72,59.93,56.87,56.15,0.95,4,6,2.55,0.92,0.0398,0.1305,0,0,1,0,0,1,2,7,0,2,2,2,18,4,17,28,15,1
1,35.024026,-85.311685,4/22/18,,18:48:15,7233 CRANE RD,330A646001,0.488,,18,58.36,60.97,57.51,56.22,0.93,4,6,2.13,0.95,0.0366,0.1126,0,0,1,0,0,1,2,7,0,2,2,2,12,4,19,28,15,1
1,35.001239,-85.29339399999999,4/22/18,,19:02:48,3700 Calhoun Ave,3303574001,0.68,,19,58.27,61.06,57.55,55.78,0.91,4,6,4.61,0.95,0.0337,0.1045,0,0,1,0,0,1,2,2,0,2,3,3,18,4,16,14,15,1
1,35.135956,-85.281791,4/22/18,,19:05:25,4707 Dayton Blvd,3301406001,4.16,,19,57.62,59.54,57.0,55.83,0.94,4,6,3.89,0.89,0.0394,0.1288,0,0,1,0,0,1,2,2,0,2,4,4,18,4,16,22,15,1
1,35.099269,-85.25244,4/22/18,,19:22:46,1810 Dupont Pkwy Nb,33SR319001,2.329,,19,58.31,60.41,57.6,55.82,0.91,4,6,4.49,0.92,0.0377,0.1218,0,0,1,0,0,1,2,0,2,2,6,6,13,1,12,36,18,1
1,34.999989,-85.293148,4/22/18,,19:44:19,Calhoun Ave / E 38th St,330A943001,1.091,,19,58.26,61.06,57.55,55.79,0.91,4,6,4.6,0.95,0.0334,0.1043,0,0,1,0,0,1,2,7,0,2,2,2,12,4,19,36,15,1
1,35.099269,-85.25244,4/22/18,,19:54:14,1810 Dupont Pkwy Nb,33SR319001,2.329,,19,58.31,60.41,57.6,55.82,0.91,4,6,4.49,0.92,0.0377,0.1218,0,0,1,0,0,1,2,0,2,2,6,6,13,1,12,36,18,1
1,35.196731,-85.245873,4/22/18,,21:10:31,190 ROBERTS MILL RD,3304972001,0.149,,21,57.43,59.28,57.14,55.29,0.93,4,6,4.21,0.86,0.0324,0.1091,0,0,1,0,0,1,2,0,0,2,2,2,18,2,16,20,15,1
1,34.999321,-85.32772,4/22/18,,21:46:01,W 45th St / Tennessee Ave,3304150001,1.121,,21,57.14,60.46,57.09,55.34,0.94,4,6,2.69,0.96,0.0371,0.1149,0,0,1,0,0,1,2,7,0,2,2,2,18,4,18,24,15,1
1,35.051628,-85.119783,4/22/18,,22:30:03,6300 Shallowford Rd,330E242001,0.051,,22,57.06,59.44,56.72,55.03,0.93,4,6,4.26,0.92,0.0347,0.1091,0,0,1,0,0,1,2,7,0,2,2,2,11,2,19,26,15,1
1,35.109551,-85.309202,4/22/18,,22:35:01,585 HIGHWAY 27 SB,33SR029001,4.0889999999999995,,22,57.04,60.08,57.0,54.97,0.93,4,6,4.47,0.92,0.0422,0.1397,0,0,1,0,0,1,2,0,2,2,6,6,13,1,12,36,15,1
1,35.030545000000004,-85.189874,4/22/18,,22:47:26,6101 Lee Hwy,330B598001,0.11800000000000001,,22,57.9,61.0,57.32,55.09,0.9,4,6,3.67,0.93,0.0324,0.1132,0,1,0,0,0,0,2,2,0,2,4,4,12,4,19,28,15,1
1,35.074971000000005,-85.257874,4/22/18,,23:00:50,3000 Riverside Dr,3304476001,0.7140000000000001,,23,58.16,60.48,57.51,54.95,0.89,4,6,3.79,0.92,0.0377,0.1213,0,0,1,0,0,1,2,5,0,2,2,2,18,4,17,20,15,1
1,35.023779,-85.123735,4/22/18,,23:19:54,2117 Morris Hill Rd,3303582001,1.1,,23,57.98,59.84,56.87,54.8,0.89,4,6,4.27,0.93,0.0352,0.11599999999999999,0,0,1,0,0,0,2,7,0,2,2,2,18,4,16,20,15,1
