GRID_ID,Join_Count,Grid_Num,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Center_Lat,Center_Long
BB-19,48,347,4,2,14,35.06375845,-85.07842076
O-18,0,348,NA,NA,NA,35.06800298,-85.36513881
P-18,2,349,1,2,19,35.07224751,-85.35778706
Q-18,3,350,2,2,19,35.06800298,-85.35043532
S-18,10,351,2,2,19,35.06800298,-85.33573183
T-18,15,352,2,2,19,35.07224751,-85.32838008
U-18,111,353,2,2,19,35.06800298,-85.32102834
V-18,59,354,2,2,19,35.07224751,-85.31367659
W-18,167,355,2,2,19,35.06800298,-85.30632485
X-18,41,356,2,2,19,35.07224751,-85.29897311
Y-18,155,357,2,2,19,35.06800298,-85.29162136
Z-18,7,358,2,2,19,35.07224751,-85.28426962
AA-18,7,359,NA,NA,NA,35.06800298,-85.27691787
AB-18,124,360,2,2,19,35.07224751,-85.26956613
AC-18,18,361,2,2,19,35.06800298,-85.26221438
AD-18,60,362,2,2,19,35.07224751,-85.25486264
AE-18,149,363,2,2,19,35.06800298,-85.24751089
AF-18,79,364,2,2,19,35.07224751,-85.24015915
AG-18,36,365,2,2,19,35.06800298,-85.2328074
AH-18,2,366,2,2,19,35.07224751,-85.22545566
AI-18,17,367,2,2,17,35.06800298,-85.21810391
AJ-18,18,368,2,2,19,35.07224751,-85.21075217
AK-18,9,369,2,2,19,35.06800298,-85.20340042
AL-18,181,370,4,2,14,35.07224751,-85.19604868
AM-18,32,371,2,2,16,35.06800298,-85.18869693
AN-18,90,372,2,2,19,35.07224751,-85.18134519
AO-18,24,373,2,2,19,35.06800298,-85.17399344
AP-18,146,374,2,2,19,35.07224751,-85.1666417
AQ-18,48,375,2,2,16,35.06800298,-85.15928996
AR-18,127,376,2,2,14,35.07224751,-85.15193821
AS-18,176,377,2,2,17,35.06800298,-85.14458647
AT-18,22,378,4,2,17,35.07224751,-85.13723472
AU-18,6,379,2,2,19,35.06800298,-85.12988298
AV-18,14,380,8,2,11,35.07224751,-85.12253123
AW-18,54,381,2,2,11,35.06800298,-85.11517949
AX-18,192,382,4,2,11,35.07224751,-85.10782774
AY-18,89,383,2,2,16,35.06800298,-85.100476
AZ-18,20,384,2,2,19,35.07224751,-85.09312425
BA-18,11,385,2,2,19,35.06800298,-85.08577251
P-17,0,386,1,2,19,35.08073657,-85.35778706
Q-17,0,387,1,2,19,35.07649204,-85.35043532
S-17,0,388,2,2,19,35.07649204,-85.33573183
T-17,37,389,2,2,17,35.08073657,-85.32838008
U-17,181,390,2,2,19,35.07649204,-85.32102834
V-17,18,391,2,2,19,35.08073657,-85.31367659
W-17,64,392,2,2,19,35.07649204,-85.30632485
X-17,98,393,2,2,19,35.08073657,-85.29897311
Y-17,32,394,2,2,19,35.07649204,-85.29162136
Z-17,2,395,2,2,19,35.08073657,-85.28426962
AA-17,2,396,NA,NA,NA,35.07649204,-85.27691787
AB-17,21,397,1,2,19,35.08073657,-85.26956613
AC-17,117,398,2,2,19,35.07649204,-85.26221438
AD-17,27,399,2,2,19,35.08073657,-85.25486264
AE-17,48,400,2,2,19,35.07649204,-85.24751089
AF-17,46,401,2,2,19,35.08073657,-85.24015915
AG-17,55,402,2,2,19,35.07649204,-85.2328074
AH-17,57,403,2,2,19,35.08073657,-85.22545566
AI-17,31,404,2,2,19,35.07649204,-85.21810391
AJ-17,186,405,2,2,14,35.08073657,-85.21075217
AK-17,80,406,2,2,19,35.07649204,-85.20340042
AL-17,168,407,2,2,19,35.08073657,-85.19604868
AM-17,174,408,2,2,19,35.07649204,-85.18869693
AN-17,22,409,2,2,19,35.08073657,-85.18134519
AO-17,77,410,2,2,19,35.07649204,-85.17399344
AP-17,11,411,2,2,19,35.08073657,-85.1666417
AQ-17,16,412,2,2,14,35.07649204,-85.15928996
AR-17,58,413,2,2,17,35.08073657,-85.15193821
AS-17,3,414,2,2,17,35.07649204,-85.14458647
AT-17,1,415,NA,NA,NA,35.08073657,-85.13723472
AU-17,195,416,4,2,17,35.07649204,-85.12988298
AV-17,1,417,NA,NA,NA,35.08073657,-85.12253123
AW-17,79,418,4,2,17,35.07649204,-85.11517949
AX-17,1,419,NA,NA,NA,35.08073657,-85.10782774
AY-17,28,420,9,2,11,35.07649204,-85.100476
AZ-17,74,421,2,2,19,35.08073657,-85.09312425
BA-17,35,422,2,2,19,35.07649204,-85.08577251
BB-17,322,423,2,2,19,35.08073657,-85.07842076
BC-17,8,424,2,2,19,35.07649204,-85.07106902
BD-17,509,425,2,2,16,35.08073657,-85.06371727
P-16,0,426,1,2,19,35.08922564,-85.35778706
Q-16,0,427,1,2,19,35.08498111,-85.35043532
S-16,32,428,2,2,19,35.08498111,-85.33573183
T-16,189,429,2,2,19,35.08922564,-85.32838008
U-16,350,430,2,2,12,35.08498111,-85.32102834
W-16,8,431,2,2,19,35.08498111,-85.30632485
X-16,38,432,2,2,16,35.08922564,-85.29897311
Y-16,111,433,2,2,19,35.08498111,-85.29162136
Z-16,31,434,2,2,19,35.08922564,-85.28426962
AA-16,1,435,NA,NA,NA,35.08498111,-85.27691787
AB-16,1,436,2,2,19,35.08922564,-85.26956613
AC-16,249,437,4,2,14,35.08498111,-85.26221438
AD-16,76,438,4,2,14,35.08922564,-85.25486264
AE-16,3,439,2,2,19,35.08498111,-85.24751089
AF-16,3,440,2,2,19,35.08922564,-85.24015915
AG-16,23,441,2,2,19,35.08498111,-85.2328074
AH-16,48,442,4,2,14,35.08922564,-85.22545566
AI-16,122,443,2,2,19,35.08498111,-85.21810391
AJ-16,98,444,2,2,19,35.08922564,-85.21075217
AK-16,287,445,2,2,19,35.08498111,-85.20340042
AL-16,68,446,2,2,19,35.08922564,-85.19604868
AM-16,260,447,2,2,19,35.08498111,-85.18869693
AN-16,172,448,2,2,19,35.08922564,-85.18134519
AO-16,28,449,2,2,19,35.08498111,-85.17399344
AP-16,1,450,2,2,19,35.08922564,-85.1666417
AQ-16,17,451,2,2,17,35.08498111,-85.15928996
AT-16,22,452,NA,NA,NA,35.08922564,-85.13723472
AV-16,1,453,NA,NA,NA,35.08922564,-85.12253123
AW-16,2,454,NA,NA,NA,35.08498111,-85.11517949
AY-16,1,455,NA,NA,NA,35.08498111,-85.100476
AZ-16,2,456,2,2,19,35.08922564,-85.09312425
BA-16,20,457,2,2,19,35.08498111,-85.08577251
BB-16,76,458,2,2,19,35.08922564,-85.07842076
BC-16,447,459,2,2,16,35.08498111,-85.07106902
BD-16,289,460,2,2,16,35.08922564,-85.06371727
BE-16,304,461,2,2,16,35.08498111,-85.05636553
P-15,0,462,1,2,19,35.0977147,-85.35778706
Q-15,0,463,1,2,19,35.09347017,-85.35043532
R-15,17,464,2,2,16,35.0977147,-85.34308357
S-15,0,465,2,2,19,35.09347017,-85.33573183
T-15,372,466,2,2,19,35.0977147,-85.32838008
U-15,30,467,2,2,12,35.09347017,-85.32102834
Y-15,5,468,2,2,19,35.09347017,-85.29162136
Z-15,39,469,2,2,19,35.0977147,-85.28426962
AA-15,2,470,2,2,19,35.09347017,-85.27691787
AB-15,8,471,2,2,19,35.0977147,-85.26956613
AC-15,6,472,2,2,19,35.09347017,-85.26221438
AD-15,72,473,6,2,12,35.0977147,-85.25486264
AE-15,84,474,4,2,14,35.09347017,-85.24751089
AF-15,184,475,4,2,14,35.0977147,-85.24015915
AG-15,19,476,2,2,19,35.09347017,-85.2328074
AH-15,103,477,4,2,12,35.0977147,-85.22545566
AI-15,180,478,2,2,12,35.09347017,-85.21810391
AJ-15,2,479,2,2,18,35.0977147,-85.21075217
AK-15,8,480,2,2,19,35.09347017,-85.20340042
AL-15,10,481,2,2,19,35.0977147,-85.19604868
AM-15,81,482,2,2,19,35.09347017,-85.18869693
AN-15,55,483,2,2,19,35.0977147,-85.18134519
AO-15,72,484,2,2,19,35.09347017,-85.17399344
AP-15,39,485,5,2,14,35.0977147,-85.1666417
AQ-15,8,486,2,2,17,35.09347017,-85.15928996
AT-15,0,487,2,2,19,35.0977147,-85.13723472
AU-15,11,488,2,2,19,35.09347017,-85.12988298
AZ-15,2,489,2,2,19,35.0977147,-85.09312425
BA-15,4,490,2,2,19,35.09347017,-85.08577251
BC-15,2,491,NA,NA,NA,35.09347017,-85.07106902
BD-15,52,492,2,2,19,35.0977147,-85.06371727
BE-15,64,493,2,2,11,35.09347017,-85.05636553
O-14,1,494,1,2,19,35.10195923,-85.36513881
P-14,9,495,2,2,16,35.10620377,-85.35778706
Q-14,48,496,3,2,16,35.10195923,-85.35043532
R-14,21,497,2,2,19,35.10620377,-85.34308357
S-14,112,498,2,2,16,35.10195923,-85.33573183
T-14,115,499,2,2,16,35.10620377,-85.32838008
U-14,44,500,6,3,12,35.10195923,-85.32102834
V-14,11,501,2,2,19,35.10620377,-85.31367659
Y-14,22,502,2,2,19,35.10195923,-85.29162136
Z-14,32,503,2,2,19,35.10620377,-85.28426962
AA-14,74,504,2,2,19,35.10195923,-85.27691787
AB-14,83,505,2,2,19,35.10620377,-85.26956613
AC-14,10,506,2,2,19,35.10195923,-85.26221438
AD-14,24,507,2,2,19,35.10620377,-85.25486264
AE-14,8,508,NA,NA,NA,35.10195923,-85.24751089
AF-14,27,509,4,2,16,35.10620377,-85.24015915
AG-14,31,510,2,2,19,35.10195923,-85.2328074
AH-14,146,511,2,2,16,35.10620377,-85.22545566
AJ-14,5,512,NA,NA,NA,35.10620377,-85.21075217
AK-14,0,513,2,2,18,35.10195923,-85.20340042
AM-14,3,514,2,2,19,35.10195923,-85.18869693
AN-14,4,515,2,2,19,35.10620377,-85.18134519
AO-14,15,516,5,2,14,35.10195923,-85.17399344
AP-14,20,517,2,2,19,35.10620377,-85.1666417
AQ-14,163,518,4,2,14,35.10195923,-85.15928996
AR-14,23,519,2,2,19,35.10620377,-85.15193821
AS-14,3,520,2,2,19,35.10195923,-85.14458647
AT-14,31,521,2,2,19,35.10620377,-85.13723472
AX-14,1,522,2,2,19,35.10620377,-85.10782774
AY-14,2,523,2,2,19,35.10195923,-85.100476
AZ-14,4,524,2,2,19,35.10620377,-85.09312425
BE-14,73,525,4,2,11,35.10195923,-85.05636553
BF-14,124,526,2,2,19,35.10620377,-85.04901378
O-13,23,527,2,2,6,35.1104483,-85.36513881
P-13,2,528,2,2,19,35.11469283,-85.35778706
Q-13,52,529,2,2,19,35.1104483,-85.35043532
S-13,1,530,2,2,19,35.1104483,-85.33573183
T-13,61,531,2,3,16,35.11469283,-85.32838008
U-13,41,532,2,2,16,35.1104483,-85.32102834
V-13,29,533,2,2,19,35.11469283,-85.31367659
W-13,27,534,2,2,19,35.1104483,-85.30632485
Y-13,74,535,2,2,19,35.1104483,-85.29162136
Z-13,21,536,2,2,19,35.11469283,-85.28426962
AA-13,20,537,2,2,19,35.1104483,-85.27691787
AB-13,43,538,2,2,19,35.11469283,-85.26956613
AC-13,176,539,2,2,19,35.1104483,-85.26221438
AD-13,208,540,2,2,19,35.11469283,-85.25486264
AE-13,50,541,4,2,16,35.1104483,-85.24751089
AF-13,5,542,NA,NA,NA,35.11469283,-85.24015915
AG-13,248,543,4,2,16,35.1104483,-85.2328074
AI-13,63,544,2,2,19,35.1104483,-85.21810391
AJ-13,15,545,2,2,19,35.11469283,-85.21075217
AK-13,0,546,2,2,18,35.1104483,-85.20340042
AN-13,0,547,2,2,19,35.11469283,-85.18134519
AO-13,15,548,2,2,19,35.1104483,-85.17399344
AP-13,11,549,2,2,19,35.11469283,-85.1666417
AQ-13,33,550,2,2,19,35.1104483,-85.15928996
AS-13,35,551,4,2,14,35.1104483,-85.14458647
AT-13,27,552,2,2,19,35.11469283,-85.13723472
AU-13,36,553,2,2,19,35.1104483,-85.12988298
AV-13,15,554,2,2,19,35.11469283,-85.12253123
AW-13,3,555,2,2,19,35.1104483,-85.11517949
BE-13,4,556,NA,NA,NA,35.1104483,-85.05636553
U-12,53,557,2,2,19,35.11893736,-85.32102834
V-12,60,558,2,2,19,35.12318189,-85.31367659
W-12,25,559,2,2,19,35.11893736,-85.30632485
X-12,84,560,4,2,19,35.12318189,-85.29897311
AA-12,70,561,2,2,19,35.11893736,-85.27691787
AB-12,22,562,2,2,19,35.12318189,-85.26956613
AC-12,176,563,2,2,16,35.11893736,-85.26221438
AD-12,67,564,2,2,19,35.12318189,-85.25486264
AE-12,168,565,4,2,19,35.11893736,-85.24751089
AF-12,942,566,2,2,19,35.12318189,-85.24015915
AG-12,58,567,2,2,12,35.11893736,-85.2328074
AH-12,13,568,2,2,19,35.12318189,-85.22545566
AI-12,0,569,2,2,19,35.11893736,-85.21810391
AJ-12,22,570,2,3,16,35.12318189,-85.21075217
AK-12,4,571,2,2,19,35.11893736,-85.20340042
AL-12,10,572,2,2,19,35.12318189,-85.19604868
AO-12,1,573,2,2,18,35.11893736,-85.17399344
AP-12,2,574,2,2,19,35.12318189,-85.1666417
AU-12,25,575,2,2,19,35.11893736,-85.12988298
AV-12,75,576,2,2,14,35.12318189,-85.12253123
U-11,13,577,2,3,16,35.12742642,-85.32102834
V-11,24,578,NA,NA,NA,35.13167096,-85.31367659
W-11,49,579,2,2,16,35.12742642,-85.30632485
X-11,3,580,2,2,19,35.13167096,-85.29897311
Y-11,27,581,2,2,19,35.12742642,-85.29162136
AB-11,20,582,2,2,19,35.13167096,-85.26956613
AC-11,32,583,2,2,19,35.12742642,-85.26221438
AD-11,29,584,2,2,19,35.13167096,-85.25486264
AE-11,319,585,2,2,19,35.12742642,-85.24751089
AF-11,689,586,4,2,14,35.13167096,-85.24015915
AG-11,58,587,2,2,17,35.12742642,-85.2328074
AH-11,12,588,2,2,19,35.13167096,-85.22545566
AI-11,16,589,2,2,16,35.12742642,-85.21810391
AJ-11,74,590,2,2,16,35.13167096,-85.21075217
AK-11,20,591,2,2,18,35.12742642,-85.20340042
AL-11,10,592,2,2,19,35.13167096,-85.19604868
AM-11,0,593,2,2,19,35.12742642,-85.18869693
AN-11,0,594,2,2,19,35.13167096,-85.18134519
AP-11,0,595,2,2,19,35.13167096,-85.1666417
AU-11,1,596,2,2,19,35.12742642,-85.12988298
V-10,33,597,2,3,16,35.14016002,-85.31367659
W-10,6,598,2,2,18,35.13591549,-85.30632485
X-10,5,599,2,2,18,35.14016002,-85.29897311
Y-10,19,600,4,2,12,35.13591549,-85.29162136
Z-10,5,601,2,2,19,35.14016002,-85.28426962
AB-10,21,602,2,2,19,35.14016002,-85.26956613
AC-10,32,603,2,2,19,35.13591549,-85.26221438
AD-10,93,604,2,2,19,35.14016002,-85.25486264
AE-10,430,605,6,2,14,35.13591549,-85.24751089
AF-10,230,606,2,2,19,35.14016002,-85.24015915
AG-10,123,607,2,2,17,35.13591549,-85.2328074
AH-10,33,608,2,2,19,35.14016002,-85.22545566
AI-10,0,609,2,2,19,35.13591549,-85.21810391
AJ-10,16,610,2,2,16,35.14016002,-85.21075217
AK-10,10,611,2,3,17,35.13591549,-85.20340042
AL-10,2,612,2,2,19,35.14016002,-85.19604868
AM-10,3,613,2,2,19,35.13591549,-85.18869693
AN-10,2,614,2,2,19,35.14016002,-85.18134519
AP-10,1,615,2,2,19,35.14016002,-85.1666417
AQ-10,5,616,2,2,19,35.13591549,-85.15928996
W-9,0,617,1,2,19,35.14440455,-85.30632485
X-9,3,618,2,2,18,35.14864908,-85.29897311
Y-9,8,619,4,2,12,35.14440455,-85.29162136
Z-9,5,620,2,2,18,35.14864908,-85.28426962
AA-9,51,621,2,2,19,35.14440455,-85.27691787
AB-9,31,622,2,2,19,35.14864908,-85.26956613
AC-9,81,623,2,2,19,35.14440455,-85.26221438
AD-9,118,624,2,2,19,35.14864908,-85.25486264
AE-9,491,625,2,2,19,35.14440455,-85.24751089
AF-9,56,626,2,2,19,35.14864908,-85.24015915
AG-9,139,627,2,2,19,35.14440455,-85.2328074
AH-9,97,628,2,2,19,35.14864908,-85.22545566
AI-9,61,629,4,2,14,35.14440455,-85.21810391
AJ-9,75,630,2,2,19,35.14864908,-85.21075217
AK-9,25,631,2,2,19,35.14440455,-85.20340042
AL-9,35,632,2,2,19,35.14864908,-85.19604868
AM-9,13,633,2,2,19,35.14440455,-85.18869693
AN-9,5,634,2,2,19,35.14864908,-85.18134519
AO-9,1,635,2,2,19,35.14440455,-85.17399344
Y-8,18,636,4,2,12,35.15289362,-85.29162136
Z-8,19,637,2,2,18,35.15713815,-85.28426962
AA-8,5,638,2,2,19,35.15289362,-85.27691787
AB-8,8,639,2,2,19,35.15713815,-85.26956613
AC-8,2,640,2,2,19,35.15289362,-85.26221438
AD-8,13,641,2,2,19,35.15713815,-85.25486264
AE-8,447,642,2,2,19,35.15289362,-85.24751089
AF-8,12,643,2,2,19,35.15713815,-85.24015915
AG-8,2,644,2,2,19,35.15289362,-85.2328074
AH-8,27,645,1,2,19,35.15713815,-85.22545566
AI-8,87,646,2,2,16,35.15289362,-85.21810391
AJ-8,24,647,2,2,19,35.15713815,-85.21075217
AK-8,101,648,2,2,19,35.15289362,-85.20340042
AL-8,64,649,2,2,19,35.15713815,-85.19604868
AM-8,10,650,2,2,19,35.15289362,-85.18869693
Y-7,0,651,2,2,19,35.16138268,-85.29162136
Z-7,18,652,4,2,12,35.16562721,-85.28426962
AA-7,3,653,2,2,19,35.16138268,-85.27691787
AB-7,0,654,2,2,19,35.16562721,-85.26956613
AC-7,6,655,2,2,19,35.16138268,-85.26221438
AD-7,29,656,2,2,19,35.16562721,-85.25486264
AE-7,162,657,2,2,19,35.16138268,-85.24751089
AF-7,7,658,2,2,19,35.16562721,-85.24015915
AG-7,5,659,2,2,19,35.16138268,-85.2328074
AH-7,10,660,2,2,19,35.16562721,-85.22545566
AI-7,9,661,2,2,19,35.16138268,-85.21810391
AJ-7,37,662,2,2,19,35.16562721,-85.21075217
AK-7,11,663,2,2,19,35.16138268,-85.20340042
AL-7,11,664,2,2,19,35.16562721,-85.19604868
AM-7,24,665,2,2,17,35.16138268,-85.18869693
AN-7,14,666,2,2,19,35.16562721,-85.18134519
Z-6,0,667,2,3,19,35.17411627,-85.28426962
AA-6,11,668,2,2,19,35.16987174,-85.27691787
AC-6,14,669,2,2,19,35.16987174,-85.26221438
AD-6,31,670,2,2,19,35.17411627,-85.25486264
AE-6,44,671,4,2,19,35.16987174,-85.24751089
AF-6,1,672,2,2,19,35.17411627,-85.24015915
AG-6,7,673,2,2,19,35.16987174,-85.2328074
AI-6,3,674,2,2,19,35.16987174,-85.21810391
AK-6,41,675,2,2,19,35.16987174,-85.20340042
AL-6,1,676,2,2,19,35.17411627,-85.19604868
AM-6,12,677,2,2,19,35.16987174,-85.18869693
AC-5,7,678,2,2,19,35.17836081,-85.26221438
AD-5,27,679,2,2,19,35.18260534,-85.25486264
AE-5,176,680,4,2,14,35.17836081,-85.24751089
AF-5,16,681,2,2,16,35.18260534,-85.24015915
AG-5,17,682,2,2,19,35.17836081,-85.2328074
AK-5,36,683,2,2,19,35.17836081,-85.20340042
AE-4,212,684,4,2,12,35.18684987,-85.24751089
AF-4,36,685,4,2,12,35.1910944,-85.24015915
AG-4,0,686,2,2,19,35.18684987,-85.2328074
AH-4,3,687,2,2,19,35.1910944,-85.22545566
AF-3,16,688,4,2,12,35.19958346,-85.24015915
AG-3,4,689,4,2,12,35.19533893,-85.2328074
AH-3,1,690,2,2,19,35.19958346,-85.22545566
AG-2,25,691,4,2,12,35.203828,-85.2328074
AH-2,18,692,5,2,12,35.20807253,-85.22545566
AI-2,1,693,2,2,19,35.203828,-85.21810391
AI-1,75,694,2,2,12,35.21231706,-85.21810391
